movie_id,title,year,academy_award,won,run_time,budget,box_office,budget_currency,box_office_currency,starring
america-america-1963,America America,1963,36,no,174,NA,NA,USD,USD,
cleopatra-1963,Cleopatra,1963,36,no,NA,NA,NA,USD,USD,
how-the-west-was-won-1963,How the West Was Won,1963,36,no,164,14.483,50,USD,USD,
lilies-of-the-field-1963,Lilies of the Field,1963,36,no,94,0.24,3,USD,USD,
my-fair-lady-1964,My Fair Lady,1964,37,yes,170,17,72,USD,USD,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper"
becket-1964,Becket,1964,37,no,148,3,9.1,USD,USD,"Richard Burton, Peter O'Toole, John Gielgud"
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,37,no,94,1.8,9.4,USD,USD,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Tracy Reed"
mary-poppins-1964,Mary Poppins,1964,37,no,139,6,102.3,USD,USD,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns"
zorba-the-greek-1964,Zorba the Greek,1964,37,no,142,0.783,23.5,USD,USD,"Anthony Quinn, Alan Bates, Irene Papas, Lila Kedrova, Sotiris Moustakas, Anna Kyriakou"
the-sound-of-music-1965,The Sound of Music,1965,38,yes,174,8.2,286.2,USD,USD,"Julie Andrews, Christopher Plummer"
darling-1965,Darling,1965,38,no,128,1.1,4,GBP,USD,
doctor-zhivago-1965,Doctor Zhivago,1965,38,no,193,11,111.7,USD,USD,"Geraldine Chaplin, Julie Christie, Tom Courtenay, Alec Guinness, Siobhán McKenna, Ralph Richardson, Omar Sharif, Rod Steiger, Rita Tushingham"
ship-of-fools-1965,Ship of Fools,1965,38,no,149,NA,NA,USD,USD,
a-thousand-clowns-1965,A Thousand Clowns,1965,38,no,116,NA,2.4,USD,USD,
a-man-for-all-seasons-1966,A Man for All Seasons,1966,39,yes,120,2,28.4,USD,USD,"Paul Scofield, Wendy Hiller, Leo McKern, Orson Welles, Robert Shaw, Susannah York"
alfie-1966,Alfie,1966,39,no,113,0.8,18.8713,USD,USD,"Michael Caine, Millicent Martin, Julia Foster, Jane Asher, Shirley Anne Field, Vivien Merchant, Eleanor Bron, Denholm Elliott, Shelley Winters"
the-russians-are-coming-the-russians-are-coming-1966,"The Russians Are Coming, the Russians Are Coming",1966,39,no,126,3.9,21.6931,USD,USD,
the-sand-pebbles-1966,The Sand Pebbles,1966,39,no,182,12.1,30,USD,USD,"Steve McQueen, Richard Attenborough, Richard Crenna, Candice Bergen, Marayat Andriane, Mako, Simon Oakland, Charles Knox Robinson III"
whos-afraid-of-virginia-woolf-1966,Who's Afraid of Virginia Woolf?,1966,39,no,132,7.5,40,USD,USD,
in-the-heat-of-the-night-1967,In the Heat of the Night,1967,40,yes,109,2,24.3,USD,USD,
bonnie-and-clyde-1967,Bonnie and Clyde,1967,40,no,111,2.5,70,USD,USD,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons"
doctor-dolittle-1967,Doctor Dolittle,1967,40,no,152,17,9,USD,USD,
the-graduate-1967,The Graduate,1967,40,no,105,3,104.9,USD,USD,"Anne Bancroft, Dustin Hoffman, Katharine Ross"
guess-whos-coming-to-dinner-1967,Guess Who's Coming to Dinner,1967,40,no,108,4,56.7,USD,USD,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Beah Richards, Roy E. Glenn"
oliver-1968,Oliver!,1968,41,yes,153,10,77.4,USD,USD,
funny-girl-1968,Funny Girl,1968,41,no,149,14.1,58.5,USD,USD,"Barbra Streisand, Omar Sharif, Kay Medford"
the-lion-in-winter-1968,The Lion in Winter,1968,41,no,134,4,22.3,USD,USD,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle, Nigel Terry, Timothy Dalton"
rachel-rachel-1968,"Rachel, Rachel",1968,41,no,NA,NA,NA,USD,USD,
romeo-and-juliet-1968,Romeo and Juliet,1968,41,no,138,0.85,38.9,USD,USD,"Leonard Whiting, Olivia Hussey, Milo O'Shea, Michael York, John McEnery, Natasha Parry, Pat Heywood, Robert Stephens"
midnight-cowboy-1969,Midnight Cowboy,1969,42,yes,113,3.2,44.8,USD,USD,"Dustin Hoffman, Jon Voight"
anne-of-the-thousand-days-1969,Anne of the Thousand Days,1969,42,no,145,NA,NA,USD,USD,
butch-cassidy-and-the-sundance-kid-1969,Butch Cassidy and the Sundance Kid,1969,42,no,110,6,102.3,USD,USD,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Jeff Corey, Henry Jones"
hello-dolly-1969,"Hello, Dolly!",1969,42,no,148,25,26,USD,USD,
z-1969,Z,1969,42,no,127,NA,14.3,USD,USD,"Jean-Louis Trintignant, Yves Montand, Irene Papas, Jacques Perrin"
patton-1970,Patton,1970,43,yes,170,12.6,61.8,USD,USD,"George C. Scott, Karl Malden"
airport-1970,Airport,1970,43,no,137,10.2,100.5,USD,USD,
five-easy-pieces-1970,Five Easy Pieces,1970,43,no,96,1.6,18.1,USD,USD,"Jack Nicholson, Karen Black, Susan Anspach"
love-story-1970,Love Story,1970,43,no,100,2.2,136.4,USD,USD,"Ali MacGraw, Ryan O'Neal"
mash-1970,M*A*S*H,1970,43,no,116,3.025,81.6,USD,USD,
the-french-connection-1971,The French Connection,1971,44,yes,104,1.8,51.7,USD,USD,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi"
a-clockwork-orange-1971,A Clockwork Orange,1971,44,no,136,2.2,26.6,USD,USD,"Malcolm McDowell, Patrick Magee, Adrienne Corri, Miriam Karlin"
fiddler-on-the-roof-1971,Fiddler on the Roof,1971,44,no,NA,NA,NA,USD,USD,
the-last-picture-show-1971,The Last Picture Show,1971,44,no,118,1.3,29.1,USD,USD,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Eileen Brennan, Ellen Burstyn, Ben Johnson, Cloris Leachman, Randy Quaid"
nicholas-and-alexandra-1971,Nicholas and Alexandra,1971,44,no,188,9,7,USD,USD,"Laurence Olivier, Michael Jayston, Janet Suzman, Tom Baker"
the-godfather-1972,The Godfather,1972,45,yes,177,NA,286,USD,USD,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Diane Keaton"
cabaret-1972,Cabaret,1972,45,no,NA,NA,NA,USD,USD,
deliverance-1972,Deliverance,1972,45,no,110,2,46.1,USD,USD,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox"
the-emigrants-1972,The Emigrants,1972,45,no,191,1.6,NA,USD,USD,
sounder-1972,Sounder,1972,45,no,105,1.9,16.8898,USD,USD,
the-sting-1973,The Sting,1973,46,yes,129,5.5,159.6,USD,USD,"Paul Newman, Robert Redford, Robert Shaw"
american-graffiti-1973,American Graffiti,1973,46,no,112,0.777,140,USD,USD,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Candy Clark, Mackenzie Phillips, Cindy Williams, Wolfman Jack"
cries-and-whispers-1973,Cries and Whispers,1973,46,no,91,0.45,1.5,USD,USD,
the-exorcist-1973,The Exorcist,1973,46,no,121,12,441.3,USD,USD,"Ellen Burstyn, Max von Sydow, Lee J. Cobb, Kitty Winn, Jack MacGowran, Jason Miller, Linda Blair"
a-touch-of-class-1973,A Touch of Class,1973,46,no,106,NA,16.8,USD,USD,
the-godfather-part-ii-1974,The Godfather Part II,1974,47,yes,200,13,193,USD,USD,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, Talia Shire, Morgana King, John Cazale, Marianna Hill, Lee Strasberg"
chinatown-1974,Chinatown,1974,47,no,131,6,29.2,USD,USD,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman"
the-conversation-1974,The Conversation,1974,47,no,113,1.6,4.4,USD,USD,"Gene Hackman, John Cazale, Allen Garfield, Cindy Williams, Frederic Forrest"
lenny-1974,Lenny,1974,47,no,111,NA,NA,USD,USD,
the-towering-inferno-1974,The Towering Inferno,1974,47,no,165,14,116,USD,USD,
one-flew-over-the-cuckoos-nest-1975,One Flew Over the Cuckoo's Nest,1975,48,yes,133,3,109,USD,USD,
barry-lyndon-1975,Barry Lyndon,1975,48,no,187,11,20.2,USD,USD,
dog-day-afternoon-1975,Dog Day Afternoon,1975,48,no,125,1.8,50,USD,USD,"Al Pacino, John Cazale, James Broderick, Charles Durning"
jaws-1975,Jaws,1975,48,no,124,9,470.7,USD,USD,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton"
nashville-1975,Nashville,1975,48,no,160,2.2,10,USD,USD,
rocky-1976,Rocky,1976,49,yes,119,1.1,225,USD,USD,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith"
all-the-presidents-men-1976,All the President's Men,1976,49,no,138,1.5,70.6,USD,USD,
bound-for-glory-1976,Bound for Glory,1976,49,no,147,10,NA,USD,USD,
network-1976,Network,1976,49,no,121,3.8,23.7,USD,USD,
taxi-driver-1976,Taxi Driver,1976,49,no,113,1.9,28.3,USD,USD,"Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Leonard Harris, Peter Boyle, Cybill Shepherd"
annie-hall-1977,Annie Hall,1977,50,yes,93,4,38.3,USD,USD,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Janet Margolin, Shelley Duvall, Christopher Walken, Colleen Dewhurst"
the-goodbye-girl-1977,The Goodbye Girl,1977,50,no,110,NA,102,USD,USD,
julia-1977,Julia,1977,50,no,118,7.84,20.7,USD,USD,
star-wars-1977,Star Wars,1977,50,no,121,11,775.4,USD,USD,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness"
the-turning-point-1977,The Turning Point,1977,50,no,119,NA,33.6,USD,USD,
the-deer-hunter-1978,The Deer Hunter,1978,51,yes,183,15,49,USD,USD,"Robert De Niro, John Cazale, John Savage, Meryl Streep, Christopher Walken"
coming-home-1978,Coming Home,1978,51,no,126,3,36,USD,USD,
heaven-can-wait-1978,Heaven Can Wait,1978,51,no,NA,NA,NA,USD,USD,
midnight-express-1978,Midnight Express,1978,51,no,121,2.3,35,GBP,USD,"Brad Davis, Randy Quaid, John Hurt, Paul L. Smith, Irene Miracle"
an-unmarried-woman-1978,An Unmarried Woman,1978,51,no,125,2.515,24,USD,USD,
kramer-vs-kramer-1979,Kramer vs. Kramer,1979,52,yes,105,8,106.3,USD,USD,
all-that-jazz-1979,All That Jazz,1979,52,no,123,12,37.8,USD,USD,
apocalypse-now-1979,Apocalypse Now,1979,52,no,153,31.5,150,USD,USD,"Marlon Brando, Robert Duvall, Martin Sheen, Frederic Forrest, Albert Hall, Sam Bottoms, Larry Fishburne, Dennis Hopper"
breaking-away-1979,Breaking Away,1979,52,no,101,2.3,20,USD,USD,
norma-rae-1979,Norma Rae,1979,52,no,110,4.5,22,USD,USD,
ordinary-people-1980,Ordinary People,1980,53,yes,124,6,54.8,USD,USD,
coal-miners-daughter-1980,Coal Miner's Daughter,1980,53,no,125,15,67.18,USD,USD,
the-elephant-man-1980,The Elephant Man,1980,53,no,NA,NA,NA,USD,USD,
raging-bull-1980,Raging Bull,1980,53,no,129,18,23.4,USD,USD,
tess-1980,Tess,1980,53,no,186,12,20.1,USD,USD,
chariots-of-fire-1981,Chariots of Fire,1981,54,yes,124,5.5,59,GBP,USD,"Ben Cross, Ian Charleson, Nigel Havers, Cheryl Campbell, Alice Krige, Lindsay Anderson, Dennis Christopher, Nigel Davenport, Brad Davis, Peter Egan, Sir John Gielgud, Ian Holm, Patrick Magee"
atlantic-city-1981,Atlantic City,1981,54,no,NA,NA,NA,USD,USD,
on-golden-pond-1981,On Golden Pond,1981,54,no,109,15,119.3,USD,USD,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon, Dabney Coleman, William Lanteau"
raiders-of-the-lost-ark-1981,Raiders of the Lost Ark,1981,54,no,115,18,389.9,USD,USD,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Denholm Elliott"
reds-1981,Reds,1981,54,no,195,32,40.4,USD,USD,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosinski, Jack Nicholson, Paul Sorvino, Maureen Stapleton"
gandhi-1982,Gandhi,1982,55,yes,191,22,127.8,USD,USD,"Candice Bergen, Edward Fox, John Gielgud, Trevor Howard, John Mills, Martin Sheen, Ben Kingsley"
et-the-extraterrestrial-1982,E.T. the Extra-Terrestrial,1982,55,no,114,10.5,792.9,USD,USD,"Dee Wallace, Peter Coyote, Henry Thomas"
missing-1982,Missing,1982,55,no,122,9.5,16,USD,USD,"Sissy Spacek, Jack Lemmon, Melanie Mayron, John Shea"
tootsie-1982,Tootsie,1982,55,no,116,21,177.2,USD,USD,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning"
the-verdict-1982,The Verdict,1982,55,no,129,16,54,USD,USD,"Paul Newman, Charlotte Rampling, Jack Warden, James Mason, Milo O'Shea"
terms-of-endearment-1983,Terms of Endearment,1983,56,yes,132,8,108.4,USD,USD,"Shirley MacLaine, Debra Winger, Jack Nicholson, Jeff Daniels, Danny DeVito, John Lithgow"
the-big-chill-1983,The Big Chill,1983,56,no,105,NA,56.3997,USD,USD,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt, Kevin Kline, Mary Kay Place, Meg Tilly, JoBeth Williams"
the-dresser-1983,The Dresser,1983,56,no,118,NA,5.3107,USD,USD,"Albert Finney, Tom Courtenay, Edward Fox, Zena Walker, Eileen Atkins, Michael Gough, Cathryn Harrison"
the-right-stuff-1983,The Right Stuff,1983,56,no,192,27,21.1,USD,USD,"Fred Ward, Charles Frank, Scott Glenn, Ed Harris, Lance Henriksen, Scott Paulin, Dennis Quaid, Sam Shepard, Kim Stanley, Barbara Hershey, Veronica Cartwright, Pamela Reed"
tender-mercies-1983,Tender Mercies,1983,56,no,92,4.5,8.44,USD,USD,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley, Ellen Barkin"
amadeus-1984,Amadeus,1984,57,yes,161,18,52,USD,USD,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Simon Callow, Roy Dotrice, Christine Ebersole, Jeffrey Jones, Charles Kay"
the-killing-fields-1984,The Killing Fields,1984,57,no,141,0,34.7003,USD,USD,"Sam Waterston, Haing S. Ngor, Craig T. Nelson, John Malkovich, Athol Fugard"
a-passage-to-india-1984,A Passage to India,1984,57,no,163,17,27.2,GBP,USD,"Peggy Ashcroft, Judy Davis, James Fox, Alec Guinness, Nigel Havers, Victor Banerjee"
places-in-the-heart-1984,Places in the Heart,1984,57,no,102,9.5,34.9016,USD,USD,"Sally Field, Lindsay Crouse, Ed Harris, Ray Baker, Amy Madigan, John Malkovich, Danny Glover, Terry O'Quinn"
a-soldiers-story-1984,A Soldier's Story,1984,57,no,101,6,21.8213,USD,USD,"Howard E. Rollins Jr., Adolph Caesar"
out-of-africa-1985,Out of Africa,1985,58,yes,161,28,227.5,USD,USD,"Robert Redford, Meryl Streep, Klaus Maria Brandauer"
the-color-purple-1985,The Color Purple,1985,58,no,153,15,142,USD,USD,"Whoopi Goldberg, Danny Glover, Adolph Caesar, Oprah Winfrey, Margaret Avery, Rae Dawn Chong"
kiss-of-the-spider-woman-1985,Kiss of the Spider Woman,1985,58,no,121,NA,17.0052,USD,USD,"William Hurt, Raúl Juliá, Sonia Braga, José Lewgoy, Milton Gonçalves, Denise Dumont"
prizzis-honor-1985,Prizzi's Honor,1985,58,no,NA,NA,NA,USD,USD,
witness-1985,Witness,1985,58,no,112,12,68.7,USD,USD,
platoon-1986,Platoon,1986,59,yes,120,6,138.5,USD,USD,"Tom Berenger, Willem Dafoe, Charlie Sheen, Keith David, Kevin Dillon, John C. McGinley"
children-of-a-lesser-god-1986,Children of a Lesser God,1986,59,no,119,2,31.9,USD,USD,"Marlee Matlin, William Hurt, Piper Laurie, Philip Bosco"
hannah-and-her-sisters-1986,Hannah and Her Sisters,1986,59,no,106,6.4,40.1,USD,USD,"Woody Allen, Michael Caine, Mia Farrow, Carrie Fisher, Barbara Hershey, Lloyd Nolan, Maureen O'Sullivan, Daniel Stern, Max von Sydow, Dianne Wiest"
the-mission-1986,The Mission,1986,59,no,125,16.5,17.2,GBP,USD,"Robert De Niro, Jeremy Irons"
a-room-with-a-view-1986,A Room with a View,1986,59,no,117,NA,20.9666,GBP,USD,"Maggie Smith, Denholm Elliott, Judi Dench, Simon Callow, Helena Bonham Carter, Julian Sands, Daniel Day-Lewis"
the-last-emperor-1987,The Last Emperor,1987,60,yes,163,23.8,44,USD,USD,"John Lone, Joan Chen, Peter O'Toole, Ying Ruocheng, Victor Wong, Dennis Dun, Ryuichi Sakamoto"
broadcast-news-1987,Broadcast News,1987,60,no,133,15,67.3313,USD,USD,"William Hurt, Albert Brooks, Holly Hunter"
fatal-attraction-1987,Fatal Attraction,1987,60,no,119,14,320.1,USD,USD,"Michael Douglas, Glenn Close, Anne Archer"
hope-and-glory-1987,Hope and Glory,1987,60,no,113,9.3,10,USD,USD,"Sarah Miles, David Hayman, Derrick O'Connor, Susan Wooldridge, Sammi Davis, Ian Bannen, Sebastian Rice-Edwards"
moonstruck-1987,Moonstruck,1987,60,no,102,15,80.6,USD,USD,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis, Danny Aiello"
rain-man-1988,Rain Man,1988,61,yes,133,25,354.8,USD,USD,"Dustin Hoffman, Tom Cruise, Valeria Golino"
the-accidental-tourist-1988,The Accidental Tourist,1988,61,no,NA,NA,NA,USD,USD,
dangerous-liaisons-1988,Dangerous Liaisons,1988,61,no,119,14,34.7,USD,USD,"Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz, Keanu Reeves, Mildred Natwick, Uma Thurman"
mississippi-burning-1988,Mississippi Burning,1988,61,no,128,15,34.6,USD,USD,"Gene Hackman, Willem Dafoe"
working-girl-1988,Working Girl,1988,61,no,116,28.6,102,USD,USD,"Melanie Griffith, Harrison Ford, Sigourney Weaver"
driving-miss-daisy-1989,Driving Miss Daisy,1989,62,yes,100,0,1e-4,USD,USD,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone, Esther Rolle"
born-on-the-fourth-of-july-1989,Born on the Fourth of July,1989,62,no,145,14,161,USD,USD,"Tom Cruise, Kyra Sedgwick, Raymond J. Barry, Jerry Levine, Frank Whaley, Willem Dafoe"
dead-poets-society-1989,Dead Poets Society,1989,62,no,128,16.4,235.9,USD,USD,
field-of-dreams-1989,Field of Dreams,1989,62,no,107,15,84.4,USD,USD,"Kevin Costner, Amy Madigan, James Earl Jones, Ray Liotta, Burt Lancaster"
my-left-foot-1989,My Left Foot,1989,62,no,103,0.6,14.7,USD,USD,"Daniel Day-Lewis, Ray McAnally, Brenda Fricker, Cyril Cusack, Fiona Shaw, Hugh O'Conor, Adrian Dunbar, Ruth McCabe, Alison Whelan"
dances-with-wolves-1990,Dances with Wolves,1990,63,yes,181,22,424.2,USD,USD,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney Grant"
awakenings-1990,Awakenings,1990,63,no,121,31,52.1,USD,USD,"Robert De Niro, Robin Williams, John Heard, Julie Kavner, Penelope Ann Miller, Max von Sydow"
ghost-1990,Ghost,1990,63,no,128,22,505.7,USD,USD,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn"
the-godfather-part-iii-1990,The Godfather Part III,1990,63,no,162,54,136.8,USD,USD,"Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach, Joe Mantegna, Bridget Fonda, George Hamilton, Sofia Coppola"
goodfellas-1990,Goodfellas,1990,63,no,145,25,46.8,USD,USD,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino"
the-silence-of-the-lambs-1991,The Silence of the Lambs,1991,64,yes,118,19,272.7,USD,USD,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine"
beauty-and-the-beast-1991,Beauty and the Beast,1991,64,no,84,25,425,USD,USD,"Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Rex Everhart, Jesse Corti"
bugsy-1991,Bugsy,1991,64,no,137,30,49.1,USD,USD,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley, Joe Mantegna"
jfk-1991,JFK,1991,64,no,188,40,205.4,USD,USD,"Kevin Costner, Kevin Bacon, Tommy Lee Jones, Laurie Metcalf, Gary Oldman, Michael Rooker, Jay O. Sanders, Sissy Spacek"
the-prince-of-tides-1991,The Prince of Tides,1991,64,no,132,30,110,USD,USD,"Barbra Streisand, Nick Nolte, Blythe Danner, Kate Nelligan, Jeroen Krabbé, Melinda Dillon, George Carlin, Jason Gould"
unforgiven-1992,Unforgiven,1992,65,yes,131,14,159.2,USD,USD,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris"
the-crying-game-1992,The Crying Game,1992,65,no,111,2.3,62.5,GBP,GBP,"Stephen Rea, Miranda Richardson, Jaye Davidson, Forest Whitaker"
a-few-good-men-1992,A Few Good Men,1992,65,no,138,40,243.2,USD,USD,"Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon, Kevin Pollak, James Marshall, J. T. Walsh, Kiefer Sutherland"
howards-end-1992,Howards End,1992,65,no,NA,NA,NA,USD,USD,
scent-of-a-woman-1992,Scent of a Woman,1992,65,no,156,31,134.1,USD,USD,"Al Pacino, Chris O'Donnell"
schindlers-list-1993,Schindler's List,1993,66,yes,195,22,321.2,USD,USD,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz"
the-fugitive-1993,The Fugitive,1993,66,no,130,44,368.9,USD,USD,"Harrison Ford, Tommy Lee Jones, Sela Ward, Joe Pantoliano, Andreas Katsulas, Jeroen Krabbé"
in-the-name-of-the-father-1993,In the Name of the Father,1993,66,no,133,13,65.8,USD,USD,"Daniel Day-Lewis, Pete Postlethwaite, Emma Thompson"
the-piano-1993,The Piano,1993,66,no,117,NA,NA,USD,USD,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon"
the-remains-of-the-day-1993,The Remains of the Day,1993,66,no,134,15,63.9,USD,USD,"Anthony Hopkins, Emma Thompson, James Fox, Christopher Reeve, Peter Vaughan, Hugh Grant, Michael Lonsdale, Tim Pigott-Smith"
forrest-gump-1994,Forrest Gump,1994,67,yes,142,1e-4,7e-4,USD,USD,"Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field"
four-weddings-and-a-funeral-1994,Four Weddings and a Funeral,1994,67,no,117,2.8,245.7,GBP,USD,"Hugh Grant, Andie MacDowell, Kristin Scott Thomas, Simon Callow, James Fleet, John Hannah, Charlotte Coleman, David Bower, Corin Redgrave, Rowan Atkinson"
pulp-fiction-1994,Pulp Fiction,1994,67,no,154,8.5,213.9,USD,USD,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis"
quiz-show-1994,Quiz Show,1994,67,no,133,31,24.8,USD,USD,"John Turturro, Rob Morrow, Ralph Fiennes, David Paymer, Paul Scofield"
the-shawshank-redemption-1994,The Shawshank Redemption,1994,67,no,142,25,58.3,USD,USD,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore"
braveheart-1995,Braveheart,1995,68,yes,178,70,210.4,USD,USD,"Mel Gibson, Sophie Marceau, Patrick McGoohan, Catherine McCormack"
apollo-13-1995,Apollo 13,1995,68,no,140,52,355.2,USD,USD,"Tom Hanks, Kevin Bacon, Bill Paxton, Gary Sinise, Ed Harris, Kathleen Quinlan"
babe-1995,Babe,1995,68,no,92,30,254.1,USD,USD,"James Cromwell, Magda Szubanski"
the-postman-il-postino-1995,The Postman (Il Postino),1995,68,no,108,3,21.8489,USD,USD,"Massimo Troisi, Philippe Noiret, David Partington, Karen Marrie, Maria Grazia Cucinotta"
sense-and-sensibility-1995,Sense and Sensibility,1995,68,no,136,16,134.9938,USD,USD,"Emma Thompson, Alan Rickman, Kate Winslet, Hugh Grant"
the-english-patient-1996,The English Patient,1996,69,yes,162,31,232,USD,USD,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas, Naveen Andrews, Colin Firth, Julian Wadham, Jürgen Prochnow"
fargo-1996,Fargo,1996,69,no,98,7,60.6,USD,USD,"Frances McDormand, William H. Macy, Steve Buscemi, Harve Presnell, Peter Stormare"
jerry-maguire-1996,Jerry Maguire,1996,69,no,138,50,273.6,USD,USD,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt"
