movie_id,title,year,academy_award,won,run_time,budget,box_office,budget_currency,box_office_currency,starring
secrets-amp-lies-1996,Secrets &amp; Lies,1996,69,no,142,4.5,13.4,USD,USD,"Timothy Spall, Brenda Blethyn, Phyllis Logan, Marianne Jean-Baptiste, Claire Rushbrook, Ron Cook, Lesley Manville, Elizabeth Berrington, Michele Austin, Lee Ross, Emma Amos, Hannah Davis"
shine-1996,Shine,1996,69,no,NA,NA,NA,USD,USD,
titanic-1997,Titanic,1997,70,yes,195,200,2187,USD,USD,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Bernard Hill, Jonathan Hyde, Danny Nucci, David Warner, Bill Paxton"
as-good-as-it-gets-1997,As Good as It Gets,1997,70,no,139,50,314.1,USD,USD,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight"
the-full-monty-1997,The Full Monty,1997,70,no,91,3.5,258,USD,USD,"Robert Carlyle, Tom Wilkinson, Mark Addy"
good-will-hunting-1997,Good Will Hunting,1997,70,no,126,10,225.9,USD,USD,"Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård, Minnie Driver"
la-confidential-1997,L.A. Confidential,1997,70,no,138,35,126.2,USD,USD,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, David Strathairn, Kim Basinger, Danny DeVito"
shakespeare-in-love-1998,Shakespeare in Love,1998,71,yes,123,25,289.3,USD,USD,"Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Colin Firth, Ben Affleck, Judi Dench"
elizabeth-1998,Elizabeth,1998,71,no,123,30,82.1,USD,USD,"Cate Blanchett, Geoffrey Rush, Christopher Eccleston, Joseph Fiennes, Richard Attenborough"
life-is-beautiful-1998,Life Is Beautiful,1998,71,no,116,20,229.2,USD,USD,"Roberto Benigni, Nicoletta Braschi"
saving-private-ryan-1998,Saving Private Ryan,1998,71,no,169,70,481.8,USD,USD,"Tom Hanks, Edward Burns, Matt Damon, Tom Sizemore"
the-thin-red-line-1998,The Thin Red Line,1998,71,no,170,52,98.1,USD,USD,"Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin, George Clooney, John Cusack, Woody Harrelson, Elias Koteas, Nick Nolte, John C. Reilly, John Travolta"
american-beauty-1999,American Beauty,1999,72,yes,122,15,356.3,USD,USD,"Kevin Spacey, Annette Bening, Thora Birch, Allison Janney, Peter Gallagher, Mena Suvari, Wes Bentley, Chris Cooper"
the-cider-house-rules-1999,The Cider House Rules,1999,72,no,NA,NA,NA,USD,USD,
the-green-mile-1999,The Green Mile,1999,72,no,189,60,290.7,USD,USD,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton"
the-insider-1999,The Insider,1999,72,no,157,68,60.2,USD,USD,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar"
the-sixth-sense-1999,The Sixth Sense,1999,72,no,107,40,672.8,USD,USD,"Bruce Willis, Toni Collette, Olivia Williams, Haley Joel Osment"
gladiator-2000,Gladiator,2000,73,yes,155,103,457.6,USD,USD,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Derek Jacobi, Djimon Hounsou, Richard Harris"
chocolat-2000,Chocolat,2000,73,no,NA,NA,NA,USD,USD,
crouching-tiger-hidden-dragon-2000,"Crouching Tiger, Hidden Dragon",2000,73,no,120,17,213.5,USD,USD,"Chow Yun-fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Sihung Lung, Cheng Pei-pei"
erin-brockovich-2000,Erin Brockovich,2000,73,no,130,52,256.3,USD,USD,"Julia Roberts, Albert Finney, Aaron Eckhart"
traffic-2000,Traffic,2000,73,no,147,48,207.5,USD,USD,"Michael Douglas, Don Cheadle, Benicio Del Toro, Dennis Quaid, Catherine Zeta-Jones"
a-beautiful-mind-2001,A Beautiful Mind,2001,74,yes,135,58,313,USD,USD,"Russell Crowe, Ed Harris, Jennifer Connelly, Paul Bettany, Adam Goldberg, Judd Hirsch, Josh Lucas, Anthony Rapp, Christopher Plummer"
gosford-park-2001,Gosford Park,2001,74,no,137,19.8,87.8,USD,USD,
in-the-bedroom-2001,In the Bedroom,2001,74,no,131,1.7,43.4,USD,USD,
the-lord-of-the-rings-the-fellowship-of-the-ring-2001,The Lord of the Rings: The Fellowship of the Ring,2001,74,no,178,1e-4,9e-4,USD,USD,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Orlando Bloom, Christopher Lee, Hugo Weaving, Sean Bean, Ian Holm, Andy Serkis"
moulin-rouge-2001,Moulin Rouge!,2001,74,no,128,52,179.2,USD,USD,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh"
chicago-2002,Chicago,2002,75,yes,113,45,306.8,USD,USD,
gangs-of-new-york-2002,Gangs of New York,2002,75,no,NA,NA,NA,USD,USD,
the-hours-2002,The Hours,2002,75,no,114,25,108.8,USD,USD,
the-lord-of-the-rings-the-two-towers-2002,The Lord of the Rings: The Two Towers,2002,75,no,179,94,926,USD,USD,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Brad Dourif, Sean Bean, Andy Serkis"
the-pianist-2002,The Pianist,2002,75,no,150,35,120.1,USD,USD,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Michał Żebrowski"
the-lord-of-the-rings-the-return-of-the-king-2003,The Lord of the Rings: The Return of the King,2003,76,yes,200,1e-4,0,USD,USD,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Karl Urban, John Noble, Andy Serkis, Ian Holm, Sean Bean"
lost-in-translation-2003,Lost in Translation,2003,76,no,101,4,119.7,USD,USD,"Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris, Fumihiro Hayashi"
master-and-commander-the-far-side-of-the-world-2003,Master and Commander: The Far Side of the World,2003,76,no,138,150,212,USD,USD,"Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy, Chris Larkin, Edward Woodall"
mystic-river-2003,Mystic River,2003,76,no,137,30,156.8,USD,USD,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney"
seabiscuit-2003,Seabiscuit,2003,76,no,141,87,148.3,USD,USD,
million-dollar-baby-2004,Million Dollar Baby,2004,77,yes,132,30,216.8,USD,USD,
the-aviator-2004,The Aviator,2004,77,no,170,110,213.7,USD,USD,
finding-neverland-2004,Finding Neverland,2004,77,no,101,25,116.8,USD,USD,
ray-2004,Ray,2004,77,no,152,40,124.7,USD,USD,
sideways-2004,Sideways,2004,77,no,127,16,109.7,USD,USD,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh"
crash-2005,Crash,2005,78,yes,112,6.5,98.4,USD,USD,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, Brendan Fraser, Terrence Howard, Chris ""Ludacris"" Bridges, Thandie Newton, Ryan Phillippe, Larenz Tate"
brokeback-mountain-2005,Brokeback Mountain,2005,78,no,134,14,178.1,USD,USD,"Heath Ledger, Jake Gyllenhaal, Linda Cardellini, Anna Faris, Anne Hathaway, Michelle Williams, Randy Quaid"
capote-2005,Capote,2005,78,no,114,7,50,USD,USD,"Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Mark Pellegrino, Amy Ryan, Chris Cooper"
good-night-and-good-luck-2005,"Good Night, and Good Luck",2005,78,no,93,7,56.5,USD,USD,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella"
munich-2005,Munich,2005,78,no,163,70,130.4,USD,USD,"Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz, Hanns Zischler, Geoffrey Rush, Ayelet Zurer"
the-departed-2006,The Departed,2006,79,yes,150,90,289.8,USD,USD,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin"
babel-2006,Babel,2006,79,no,143,20,135.3,USD,USD,"Brad Pitt, Cate Blanchett, Gael García Bernal, Kōji Yakusho, Adriana Barraza, Rinko Kikuchi"
letters-from-iwo-jima-2006,Letters from Iwo Jima,2006,79,no,140,19,68.7,USD,USD,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryō Kase, Shidō Nakamura"
little-miss-sunshine-2006,Little Miss Sunshine,2006,79,no,101,8,100.5,USD,USD,"Greg Kinnear, Steve Carell, Toni Collette, Paul Dano, Abigail Breslin, Alan Arkin"
the-queen-2006,The Queen,2006,79,no,103,9.8,77.9,GBP,GBP,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms"
no-country-for-old-men-2007,No Country for Old Men,2007,80,yes,122,25,171.6,USD,USD,"Tommy Lee Jones, Javier Bardem, Josh Brolin"
atonement-2007,Atonement,2007,80,no,123,30,129.3,USD,USD,
juno-2007,Juno,2007,80,no,96,7.5,231.4,USD,USD,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Allison Janney, J. K. Simmons"
michael-clayton-2007,Michael Clayton,2007,80,no,119,25,92.9,USD,USD,"George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack"
there-will-be-blood-2007,There Will Be Blood,2007,80,no,158,25,76.2,USD,USD,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier"
slumdog-millionaire-2008,Slumdog Millionaire,2008,81,yes,120,15,377.9,USD,USD,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Irrfan Khan"
the-curious-case-of-benjamin-button-2008,The Curious Case of Benjamin Button,2008,81,no,166,167,334,USD,USD,"Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond, Jason Flemyng, Elias Koteas, Tilda Swinton"
frostnixon-2008,Frost/Nixon,2008,81,no,122,25,27.4,USD,USD,"Frank Langella, Michael Sheen, Kevin Bacon, Rebecca Hall, Toby Jones, Matthew Macfadyen, Oliver Platt, Sam Rockwell"
milk-2008,Milk,2008,81,no,128,20,54.6,USD,USD,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, James Franco"
the-reader-2008,The Reader,2008,81,no,124,32,108.4,USD,USD,"Kate Winslet, Ralph Fiennes, David Kross, Lena Olin, Bruno Ganz"
the-hurt-locker-2009,The Hurt Locker,2009,82,yes,131,15,49.2,USD,USD,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Evangeline Lilly, Ralph Fiennes, David Morse, Guy Pearce"
avatar-2009,Avatar,2009,82,no,161,237,2788,USD,USD,"Sam Worthington, Zoe Saldana, Stephen Lang, Michelle Rodriguez, Sigourney Weaver"
the-blind-side-2009,The Blind Side,2009,82,no,126,29,309.2,USD,USD,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head, Lily Collins, Ray McKinnon, Kathy Bates"
district-9-2009,District 9,2009,82,no,112,30,210.8,USD,USD,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young"
an-education-2009,An Education,2009,82,no,100,0,0,USD,USD,"Carey Mulligan, Peter Sarsgaard, Alfred Molina, Rosamund Pike, Dominic Cooper, Olivia Williams, Emma Thompson"
inglourious-basterds-2009,Inglourious Basterds,2009,82,no,153,70,321.5,USD,USD,"Brad Pitt, Christoph Waltz, Michael Fassbender, Eli Roth, Diane Kruger, Daniel Brühl, Til Schweiger, Mélanie Laurent"
precious-based-on-the-novel-push-by-sapphire-2009,Precious: Based on the Novel 'Push' by Sapphire,2009,82,no,110,10,63.6,USD,USD,
a-serious-man-2009,A Serious Man,2009,82,no,106,7,31.4,USD,USD,"Michael Stuhlbarg, Richard Kind, Fred Melamed"
up-2009,Up,2009,82,no,96,175,735.1,USD,USD,"Ed Asner, Christopher Plummer, Jordan Nagai"
up-in-the-air-2009,Up in the Air,2009,82,no,109,25,166.8,USD,USD,"George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride"
the-kings-speech-2010,The King's Speech,2010,83,yes,119,15,414.2,USD,USD,
127-hours-2010,127 Hours,2010,83,no,93,18,60.7,USD,USD,"James Franco, Kate Mara, Amber Tamblyn"
black-swan-2010,Black Swan,2010,83,no,108,13,329.4,USD,USD,"Natalie Portman, Vincent Cassel, Mila Kunis, Barbara Hershey, Winona Ryder"
the-fighter-2010,The Fighter,2010,83,no,116,25,129.2,USD,USD,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee"
inception-2010,Inception,2010,83,no,148,160,828.3,USD,USD,"Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Cillian Murphy, Tom Berenger, Michael Caine"
the-kids-are-all-right-2010,The Kids Are All Right,2010,83,no,107,4,34.7,USD,USD,
the-social-network-2010,The Social Network,2010,83,no,120,40,224.9,USD,USD,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella"
toy-story-3-2010,Toy Story 3,2010,83,no,103,2e-4,0,USD,USD,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Blake Clark, Ned Beatty, Michael Keaton, Jodi Benson, John Morris"
true-grit-2010,True Grit,2010,83,no,110,38,252.3,USD,USD,"Jeff Bridges, Matt Damon, Josh Brolin, Barry Pepper, Hailee Steinfeld"
winters-bone-2010,Winter's Bone,2010,83,no,100,2,16.1,USD,USD,"Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Tate Taylor"
the-artist-2011,The Artist,2011,84,yes,100,15,133.4,USD,USD,"Jean Dujardin, Bérénice Bejo"
the-descendants-2011,The Descendants,2011,84,no,115,20,177.2,USD,USD,"George Clooney, Shailene Woodley, Beau Bridges, Robert Forster, Judy Greer, Matthew Lillard"
extremely-loud-amp-incredibly-close-2011,Extremely Loud &amp; Incredibly Close,2011,84,no,129,40,55.2,USD,USD,"Tom Hanks, Sandra Bullock, Thomas Horn, Max von Sydow, Viola Davis, John Goodman, Jeffrey Wright"
the-help-2011,The Help,2011,84,no,146,25,216.6,USD,USD,"Jessica Chastain, Viola Davis, Bryce Dallas Howard, Allison Janney, Octavia Spencer, Emma Stone"
hugo-2011,Hugo,2011,84,no,126,170,185.8,USD,USD,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Ray Winstone, Emily Mortimer, Christopher Lee, Jude Law"
midnight-in-paris-2011,Midnight in Paris,2011,84,no,94,0,151.1,USD,USD,"Kathy Bates, Adrien Brody, Carla Bruni, Marion Cotillard, Rachel McAdams, Michael Sheen, Owen Wilson"
moneyball-2011,Moneyball,2011,84,no,133,50,110.2,USD,USD,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Chris Pratt"
the-tree-of-life-2011,The Tree of Life,2011,84,no,139,32,61.7,USD,USD,"Brad Pitt, Sean Penn, Jessica Chastain"
war-horse-2011,War Horse,2011,84,no,146,66,177.6,USD,USD,
argo-2012,Argo,2012,85,yes,120,44.5,232.3,USD,USD,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman"
amour-2012,Amour,2012,85,no,127,8.9,29.9,USD,USD,
beasts-of-the-southern-wild-2012,Beasts of the Southern Wild,2012,85,no,93,1.8,23.3,USD,USD,
django-unchained-2012,Django Unchained,2012,85,no,165,100,425.4,USD,USD,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, Don Johnson"
les-misrables-2012,Les Misérables,2012,85,no,158,61,441.8,USD,USD,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Eddie Redmayne, Helena Bonham Carter, Sacha Baron Cohen, Aaron Tveit"
life-of-pi-2012,Life of Pi,2012,85,no,127,120,609,USD,USD,"Suraj Sharma, Irrfan Khan, Tabu, Adil Hussain, Rafe Spall, Gérard Depardieu"
lincoln-2012,Lincoln,2012,85,no,150,65,275.3,USD,USD,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones"
silver-linings-playbook-2012,Silver Linings Playbook,2012,85,no,122,21,236.4,USD,USD,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, John Ortiz, Chris Tucker"
zero-dark-thirty-2012,Zero Dark Thirty,2012,85,no,157,40,132.8,USD,USD,"Jessica Chastain, Jason Clarke, Joel Edgerton"
12-years-a-slave-2013,12 Years a Slave,2013,86,yes,134,22,187.7,USD,USD,"Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Sarah Paulson, Brad Pitt, Alfre Woodard"
american-hustle-2013,American Hustle,2013,86,no,138,40,251.2,USD,USD,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence"
captain-phillips-2013,Captain Phillips,2013,86,no,134,55,218.8,USD,USD,"Tom Hanks, Barkhad Abdi"
dallas-buyers-club-2013,Dallas Buyers Club,2013,86,no,116,5,55.2,USD,USD,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Dallas Roberts"
gravity-2013,Gravity,2013,86,no,91,100,723.2,USD,USD,"Sandra Bullock, George Clooney"
her-2013,Her,2013,86,no,126,23,48.5,USD,USD,"Joaquin Phoenix, Amy Adams, Rooney Mara, Olivia Wilde, Scarlett Johansson"
nebraska-2013,Nebraska,2013,86,no,115,13.5,27.7,USD,USD,"Bruce Dern, Will Forte, June Squibb, Stacy Keach, Bob Odenkirk"
philomena-2013,Philomena,2013,86,no,98,12,100.1,USD,USD,"Judi Dench, Steve Coogan"
the-wolf-of-wall-street-2013,The Wolf of Wall Street,2013,86,no,180,100,392,USD,USD,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner, Jon Bernthal, Jon Favreau, Jean Dujardin"
birdman-or-the-unexpected-virtue-of-ignorance-2014,Birdman or (The Unexpected Virtue of Ignorance),2014,87,yes,119,18,103.2,USD,USD,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough, Amy Ryan, Emma Stone, Naomi Watts"
american-sniper-2014,American Sniper,2014,87,no,132,58.8,547.4,USD,USD,"Bradley Cooper, Sienna Miller"
boyhood-2014,Boyhood,2014,87,no,165,4,57.3,USD,USD,"Patricia Arquette, Ellar Coltrane, Lorelei Linklater, Ethan Hawke"
the-grand-budapest-hotel-2014,The Grand Budapest Hotel,2014,87,no,100,23,174.8,EUR,USD,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson, Tony Revolori"
the-imitation-game-2014,The Imitation Game,2014,87,no,114,14,233.5,USD,USD,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Charles Dance, Mark Strong"
selma-2014,Selma,2014,87,no,128,20,66.8,USD,USD,"David Oyelowo, Common, Tom Wilkinson, Carmen Ejogo, Giovanni Ribisi, Alessandro Nivola, Cuba Gooding Jr., Tim Roth, Oprah Winfrey"
the-theory-of-everything-2014,The Theory of Everything,2014,87,no,123,15,123.7,USD,USD,"Eddie Redmayne[2][1], Felicity Jones[2][1], Charlie Cox[1], Emily Watson[1], Simon McBurney[1], David Thewlis[1]"
whiplash-2014,Whiplash,2014,87,no,106,3.3,49,USD,USD,"Miles Teller, J. K. Simmons, Paul Reiser, Melissa Benoist"
spotlight-2015,Spotlight,2015,88,yes,129,20,92.2,USD,USD,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Stanley Tucci"
the-big-short-2015,The Big Short,2015,88,no,130,50,133.4,USD,USD,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt"
bridge-of-spies-2015,Bridge of Spies,2015,88,no,141,40,165.5,USD,USD,"Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda"
brooklyn-2015,Brooklyn,2015,88,no,112,11,62.1,USD,USD,"Saoirse Ronan, Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters"
mad-max-fury-road-2015,Mad Max: Fury Road,2015,88,no,120,150,378.9,USD,USD,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, Courtney Eaton"
the-martian-2015,The Martian,2015,88,no,142,108,630.2,USD,USD,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Sean Bean, Michael Peña, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Donald Glover, Benedict Wong"
the-revenant-2015,The Revenant,2015,88,no,156,135,533,USD,USD,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter"
room-2015,Room,2015,88,no,118,13,36.3,USD,USD,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy"
moonlight-2016,Moonlight,2016,89,yes,111,4,65.3,USD,USD,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Naomie Harris, Mahershala Ali"
arrival-2016,Arrival,2016,89,no,116,47,203.4,USD,USD,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Tzi Ma"
fences-2016,Fences,2016,89,no,139,24,64.4,USD,USD,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo, Russell Hornsby, Mykelti Williamson, Saniyya Sidney"
hacksaw-ridge-2016,Hacksaw Ridge,2016,89,no,139,40,175.3,USD,USD,"Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer, Hugo Weaving, Rachel Griffiths, Vince Vaughn"
hell-or-high-water-2016,Hell or High Water,2016,89,no,102,12,37.9,USD,USD,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham"
hidden-figures-2016,Hidden Figures,2016,89,no,127,25,236,USD,USD,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst, Jim Parsons"
la-la-land-2016,La La Land,2016,89,no,128,30,446.1,USD,USD,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt"
lion-2016,Lion,2016,89,no,118,12,140.3,USD,USD,"Dev Patel, Sunny Pawar, Rooney Mara, David Wenham, Nicole Kidman"
manchester-by-the-sea-2016,Manchester by the Sea,2016,89,no,137,8.5,77.8,USD,USD,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges"
the-shape-of-water-2017,The Shape of Water,2017,90,yes,123,19.5,194.7,USD,USD,"Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Michael Stuhlbarg, Octavia Spencer"
call-me-by-your-name-2017,Call Me by Your Name,2017,90,no,132,3.5,41.1,USD,USD,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel, Victoire Du Bois"
darkest-hour-2017,Darkest Hour,2017,90,no,125,30,147.6,USD,USD,"Gary Oldman, Kristin Scott Thomas, Lily James, Stephen Dillane, Ronald Pickup, Ben Mendelsohn"
dunkirk-2017,Dunkirk,2017,90,no,106,150,527.3,USD,USD,"Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D'Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Tom Hardy"
get-out-2017,Get Out,2017,90,no,103,4.5,255.2,USD,USD,"Daniel Kaluuya, Allison Williams, Bradley Whitford, Caleb Landry Jones, Stephen Root, Lakeith Stanfield, Catherine Keener"
lady-bird-2017,Lady Bird,2017,90,no,93,0,75.7,USD,USD,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Stephen McKinley Henderson, Lois Smith"
phantom-thread-2017,Phantom Thread,2017,90,no,130,0,0,USD,USD,"Daniel Day-Lewis, Lesley Manville, Vicky Krieps"
the-post-2017,The Post,2017,90,no,116,50,174.5,USD,USD,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, Bruce Greenwood, Matthew Rhys"
three-billboards-outside-ebbing-missouri-2017,"Three Billboards Outside Ebbing, Missouri",2017,90,no,115,0,158.6,USD,USD,"Frances McDormand, Woody Harrelson, Sam Rockwell, Abbie Cornish, John Hawkes, Peter Dinklage"
